t, phi
12.280186, -0.122643
12.290186, -0.134289
12.300186, -0.145783
12.310186, -0.157086
12.320187, -0.168187
12.330187, -0.179023
12.340187, -0.189404
12.350187, -0.199387
12.360188, -0.209257
12.370188, -0.218896
12.380188, -0.228124
12.390188, -0.236862
12.400188, -0.245147
12.410189, -0.253023
12.420189, -0.260467
12.430189, -0.267475
12.440189, -0.273885
12.450190, -0.279949
12.460190, -0.285296
12.470190, -0.289985
12.480190, -0.294275
12.490191, -0.297915
12.500191, -0.301078
12.510191, -0.303420
12.520191, -0.305450
12.530191, -0.306779
12.540192, -0.307601
12.550192, -0.307494
12.560192, -0.307050
12.570192, -0.305704
12.580193, -0.304052
12.590193, -0.301432
12.600193, -0.298607
12.610193, -0.294859
12.620193, -0.290741
12.630194, -0.285507
12.640194, -0.280107
12.650194, -0.273853
12.660194, -0.267244
12.670195, -0.259850
12.680195, -0.252278
12.690195, -0.243847
12.700195, -0.235166
